stimuli,is_train,pitch,semitone,silent,time,cluster,label,rle_cluster,rle_label,phoneme,collapsed_pitches,speaker
7,esuko-HLL-3.wav,True,,,True,7,0,H,0,H1,esuko,HLL,3.wav
8,esuko-HLL-3.wav,True,,,True,8,0,H,0,H1,esuko,HLL,3.wav
9,esuko-HLL-3.wav,True,,,True,9,0,H,0,H1,esuko,HLL,3.wav
10,esuko-HLL-3.wav,True,,,True,10,0,H,0,H1,esuko,HLL,3.wav
11,esuko-HLL-3.wav,True,,,True,11,0,H,0,H1,esuko,HLL,3.wav
12,esuko-HLL-3.wav,True,,,True,12,0,H,0,H1,esuko,HLL,3.wav
13,esuko-HLL-3.wav,True,,,True,13,0,H,0,H1,esuko,HLL,3.wav
14,esuko-HLL-3.wav,True,,,True,14,0,H,0,H1,esuko,HLL,3.wav
15,esuko-HLL-3.wav,True,,,True,15,0,H,0,H1,esuko,HLL,3.wav
16,esuko-HLL-3.wav,True,133.7315989061545,4.66256737899688,False,16,1,L,1,L2,esuko,HLL,3.wav
17,esuko-HLL-3.wav,True,122.26344267632204,3.1103997983988547,False,17,1,L,1,L2,esuko,HLL,3.wav
18,esuko-HLL-3.wav,True,112.45305660345126,1.6623571556889842,False,18,1,L,1,L2,esuko,HLL,3.wav
19,esuko-HLL-3.wav,True,108.1918777133836,0.9935889963506129,False,19,1,L,1,L2,esuko,HLL,3.wav
20,esuko-HLL-3.wav,True,101.37520119095133,-0.13306002171634743,False,20,1,L,1,L2,esuko,HLL,3.wav
21,esuko-HLL-3.wav,True,100.53731822673775,-0.2767440139190304,False,21,1,L,1,L2,esuko,HLL,3.wav
22,esuko-HLL-3.wav,True,102.85271939013326,0.11744191124065712,False,22,1,L,1,L2,esuko,HLL,3.wav
23,esuko-HLL-3.wav,True,102.15735751987027,0.0,False,23,1,L,1,L2,esuko,HLL,3.wav
24,esuko-HLL-3.wav,True,101.9766982867334,-0.030642951378623415,False,24,1,L,1,L2,esuko,HLL,3.wav
25,esuko-HLL-3.wav,True,103.22979645942911,0.1807960863699241,False,25,1,L,1,L2,esuko,HLL,3.wav
26,esuko-HLL-3.wav,True,,,True,26,1,L,1,L2,esuko,HLL,3.wav
27,esuko-HLL-3.wav,True,,,True,27,1,L,1,L2,esuko,HLL,3.wav
28,esuko-HLL-3.wav,True,,,True,28,1,L,1,L2,esuko,HLL,3.wav
29,esuko-HLL-3.wav,True,,,True,29,1,L,1,L2,esuko,HLL,3.wav
30,esuko-HLL-3.wav,True,,,True,30,1,L,1,L2,esuko,HLL,3.wav
31,esuko-HLL-3.wav,True,,,True,31,1,L,1,L2,esuko,HLL,3.wav
32,esuko-HLL-3.wav,True,,,True,32,2,L,1,L2,esuko,HLL,3.wav
33,esuko-HLL-3.wav,True,,,True,33,2,L,1,L2,esuko,HLL,3.wav
34,esuko-HLL-3.wav,True,,,True,34,2,L,1,L2,esuko,HLL,3.wav
35,esuko-HLL-3.wav,True,89.82448413198831,-2.2273495549881823,False,35,2,L,1,L2,esuko,HLL,3.wav
36,esuko-HLL-3.wav,True,88.61310559101261,-2.4624134783247995,False,36,2,L,1,L2,esuko,HLL,3.wav
37,esuko-HLL-3.wav,True,87.17730935087721,-2.7452223693207727,False,37,2,L,1,L2,esuko,HLL,3.wav
38,esuko-HLL-3.wav,True,84.96238400323435,-3.1907635156883254,False,38,2,L,1,L2,esuko,HLL,3.wav
39,esuko-HLL-3.wav,True,79.86046463441014,-4.2628769035838445,False,39,2,L,1,L2,esuko,HLL,3.wav
40,esuko-HLL-3.wav,True,78.05527725977585,-4.658700391484843,False,40,2,L,1,L2,esuko,HLL,3.wav
41,esuko-HLL-3.wav,True,76.96498646863542,-4.902227220785546,False,41,2,L,1,L2,esuko,HLL,3.wav
42,esuko-HLL-3.wav,True,75.42151645515743,-5.252940593982851,False,42,2,L,1,L2,esuko,HLL,3.wav
43,esuko-HLL-3.wav,True,73.79402281151197,-5.630606909560246,False,43,2,L,1,L2,esuko,HLL,3.wav
44,esuko-HLL-3.wav,True,71.12342855590465,-6.268756028152298,False,44,2,L,1,L2,esuko,HLL,3.wav
45,esuko-HLL-3.wav,True,,,True,45,2,L,1,L2,esuko,HLL,3.wav
46,esuko-HLL-3.wav,True,,,True,46,2,L,1,L2,esuko,HLL,3.wav
0,etsu-HL-1.wav,True,128.2408221323506,0.5622560286628421,False,0,0,H,0,H1,etsu,HL,1.wav
1,etsu-HL-1.wav,True,130.63154437280804,0.8820288551185843,False,1,0,H,0,H1,etsu,HL,1.wav
2,etsu-HL-1.wav,True,129.77977710195415,0.7687761937859957,False,2,0,H,0,H1,etsu,HL,1.wav
3,etsu-HL-1.wav,True,128.43202792151843,0.588049331986393,False,3,0,H,0,H1,etsu,HL,1.wav
4,etsu-HL-1.wav,True,125.38348031532199,0.17215644457090187,False,4,0,H,0,H1,etsu,HL,1.wav
5,etsu-HL-1.wav,True,124.14282749848184,0.0,False,5,0,H,0,H1,etsu,HL,1.wav
6,etsu-HL-1.wav,True,124.2338282575566,0.012685863667094684,False,6,0,H,0,H1,etsu,HL,1.wav
7,etsu-HL-1.wav,True,123.11617149935195,-0.14376763182742874,False,7,0,H,0,H1,etsu,HL,1.wav
8,etsu-HL-1.wav,True,,,True,8,0,H,0,H1,etsu,HL,1.wav
9,etsu-HL-1.wav,True,,,True,9,0,H,0,H1,etsu,HL,1.wav
10,etsu-HL-1.wav,True,,,True,10,0,H,0,H1,etsu,HL,1.wav
11,etsu-HL-1.wav,True,,,True,11,0,H,0,H1,etsu,HL,1.wav
12,etsu-HL-1.wav,True,,,True,12,0,H,0,H1,etsu,HL,1.wav
13,etsu-HL-1.wav,True,,,True,13,0,H,0,H1,etsu,HL,1.wav
14,etsu-HL-1.wav,True,,,True,14,0,H,0,H1,etsu,HL,1.wav
15,etsu-HL-1.wav,True,,,True,15,1,L,1,L1,etsu,HL,1.wav
16,etsu-HL-1.wav,True,,,True,16,1,L,1,L1,etsu,HL,1.wav
17,etsu-HL-1.wav,True,,,True,17,1,L,1,L1,etsu,HL,1.wav
18,etsu-HL-1.wav,True,,,True,18,1,L,1,L1,etsu,HL,1.wav
19,etsu-HL-1.wav,True,,,True,19,1,L,1,L1,etsu,HL,1.wav
20,etsu-HL-1.wav,True,,,True,20,1,L,1,L1,etsu,HL,1.wav
21,etsu-HL-1.wav,True,101.64157044254847,-3.4621240682797167,False,21,1,L,1,L1,etsu,HL,1.wav
22,etsu-HL-1.wav,True,102.91097642831042,-3.247248515721352,False,22,1,L,1,L1,etsu,HL,1.wav
23,etsu-HL-1.wav,True,99.76985200151853,-3.7839008514184918,False,23,1,L,1,L1,etsu,HL,1.wav
24,etsu-HL-1.wav,True,97.2038884505233,-4.234979738394231,False,24,1,L,1,L1,etsu,HL,1.wav
25,etsu-HL-1.wav,True,93.96333720225955,-4.821972628102347,False,25,1,L,1,L1,etsu,HL,1.wav
26,etsu-HL-1.wav,True,,,True,26,1,L,1,L1,etsu,HL,1.wav
27,etsu-HL-1.wav,True,,,True,27,1,L,1,L1,etsu,HL,1.wav
28,etsu-HL-1.wav,True,,,True,28,1,L,1,L1,etsu,HL,1.wav
29,etsu-HL-1.wav,True,,,True,29,1,L,1,L1,etsu,HL,1.wav
0,etsuto-LLH-3.wav,True,108.46472119426056,-0.31376173513658256,False,0,0,L,0,L2,etsuto,LLH,3.wav
1,etsuto-LLH-3.wav,True,102.95005984983757,-1.2171361952622648,False,1,0,L,0,L2,etsuto,LLH,3.wav
2,etsuto-LLH-3.wav,True,99.84901618803593,-1.7466308036059561,False,2,0,L,0,L2,etsuto,LLH,3.wav
3,etsuto-LLH-3.wav,True,96.76379536625645,-2.2900010710079273,False,3,0,L,0,L2,etsuto,LLH,3.wav
4,etsuto-LLH-3.wav,True,96.1708503456879,-2.3964132539478156,False,4,0,L,0,L2,etsuto,LLH,3.wav
5,etsuto-LLH-3.wav,True,,,True,5,0,L,0,L2,etsuto,LLH,3.wav
6,etsuto-LLH-3.wav,True,,,True,6,0,L,0,L2,etsuto,LLH,3.wav
7,etsuto-LLH-3.wav,True,,,True,7,0,L,0,L2,etsuto,LLH,3.wav
8,etsuto-LLH-3.wav,True,,,True,8,0,L,0,L2,etsuto,LLH,3.wav
9,etsuto-LLH-3.wav,True,,,True,9,0,L,0,L2,etsuto,LLH,3.wav
10,etsuto-LLH-3.wav,True,,,True,10,0,L,0,L2,etsuto,LLH,3.wav
11,etsuto-LLH-3.wav,True,,,True,11,0,L,0,L2,etsuto,LLH,3.wav
12,etsuto-LLH-3.wav,True,,,True,12,0,L,0,L2,etsuto,LLH,3.wav
13,etsuto-LLH-3.wav,True,,,True,13,0,L,0,L2,etsuto,LLH,3.wav
14,etsuto-LLH-3.wav,True,,,True,14,0,L,0,L2,etsuto,LLH,3.wav
15,etsuto-LLH-3.wav,True,,,True,15,0,L,0,L2,etsuto,LLH,3.wav
16,etsuto-LLH-3.wav,True,,,True,16,0,L,0,L2,etsuto,LLH,3.wav
17,etsuto-LLH-3.wav,True,,,True,17,1,L,0,L2,etsuto,LLH,3.wav
18,etsuto-LLH-3.wav,True,,,True,18,1,L,0,L2,etsuto,LLH,3.wav
19,etsuto-LLH-3.wav,True,104.54843229838517,-0.9504150725232613,False,19,1,L,0,L2,etsuto,LLH,3.wav
20,etsuto-LLH-3.wav,True,100.60854406057292,-1.615438265390931,False,20,1,L,0,L2,etsuto,LLH,3.wav
21,etsuto-LLH-3.wav,True,97.75113487426495,-2.1142479344812117,False,21,1,L,0,L2,etsuto,LLH,3.wav
22,etsuto-LLH-3.wav,True,97.29450287428388,-2.1953098151469854,False,22,1,L,0,L2,etsuto,LLH,3.wav
23,etsuto-LLH-3.wav,True,91.81543872163563,-3.198768207926846,False,23,1,L,0,L2,etsuto,LLH,3.wav
24,etsuto-LLH-3.wav,True,,,True,24,1,L,0,L2,etsuto,LLH,3.wav
25,etsuto-LLH-3.wav,True,,,True,25,1,L,0,L2,etsuto,LLH,3.wav
26,etsuto-LLH-3.wav,True,,,True,26,1,L,0,L2,etsuto,LLH,3.wav
27,etsuto-LLH-3.wav,True,,,True,27,1,L,0,L2,etsuto,LLH,3.wav
28,etsuto-LLH-3.wav,True,,,True,28,1,L,0,L2,etsuto,LLH,3.wav
29,etsuto-LLH-3.wav,True,,,True,29,1,L,0,L2,etsuto,LLH,3.wav
30,etsuto-LLH-3.wav,True,,,True,30,1,L,0,L2,etsuto,LLH,3.wav
31,etsuto-LLH-3.wav,True,,,True,31,1,L,0,L2,etsuto,LLH,3.wav
32,etsuto-LLH-3.wav,True,,,True,32,1,L,0,L2,etsuto,LLH,3.wav
33,etsuto-LLH-3.wav,True,,,True,33,1,L,0,L2,etsuto,LLH,3.wav
34,etsuto-LLH-3.wav,True,,,True,34,1,L,0,L2,etsuto,LLH,3.wav
35,etsuto-LLH-3.wav,True,,,True,35,2,H,1,H1,etsuto,LLH,3.wav
36,etsuto-LLH-3.wav,True,135.88623348473615,3.588319444646774,False,36,2,H,1,H1,etsuto,LLH,3.wav
37,etsuto-LLH-3.wav,True,125.38677074176017,2.1961494709939173,False,37,2,H,1,H1,etsuto,LLH,3.wav
38,etsuto-LLH-3.wav,True,120.22900630926847,1.4689477920968537,False,38,2,H,1,H1,etsuto,LLH,3.wav
39,etsuto-LLH-3.wav,True,116.15784996393178,0.8725676403089877,False,39,2,H,1,H1,etsuto,LLH,3.wav
40,etsuto-LLH-3.wav,True,114.16760197904236,0.5733674598835415,False,40,2,H,1,H1,etsuto,LLH,3.wav
41,etsuto-LLH-3.wav,True,113.25877604052481,0.43500191069663907,False,41,2,H,1,H1,etsuto,LLH,3.wav
42,etsuto-LLH-3.wav,True,112.58550958924025,0.3317816539456117,False,42,2,H,1,H1,etsuto,LLH,3.wav
43,etsuto-LLH-3.wav,True,113.11027557480581,0.41228775453440186,False,43,2,H,1,H1,etsuto,LLH,3.wav
44,etsuto-LLH-3.wav,True,114.77495576118923,0.6652222923372656,False,44,2,H,1,H1,etsuto,LLH,3.wav
45,etsuto-LLH-3.wav,True,115.14096602071096,0.7203424383415745,False,45,2,H,1,H1,etsuto,LLH,3.wav
46,etsuto-LLH-3.wav,True,114.46459618172477,0.6183450937775711,False,46,2,H,1,H1,etsuto,LLH,3.wav
47,etsuto-LLH-3.wav,True,112.4321041564085,0.3081763240912104,False,47,2,H,1,H1,etsuto,LLH,3.wav
48,etsuto-LLH-3.wav,True,107.30173696711682,-0.5003910572257751,False,48,2,H,1,H1,etsuto,LLH,3.wav
49,etsuto-LLH-3.wav,True,105.35469572803547,-0.8174168099525049,False,49,2,H,1,H1,etsuto,LLH,3.wav
50,etsuto-LLH-3.wav,True,,,True,50,2,H,1,H1,etsuto,LLH,3.wav
51,etsuto-LLH-3.wav,True,,,True,51,2,H,1,H1,etsuto,LLH,3.wav
0,esuko-LHH-3.wav,True,107.19706571728952,-1.9372123562878123,False,0,0,L,0,L1,esuko,LHH,3.wav
1,esuko-LHH-3.wav,True,103.54955059723453,-2.536541837582144,False,1,0,L,0,L1,esuko,LHH,3.wav
2,esuko-LHH-3.wav,True,103.67618950434955,-2.5153821481420695,False,2,0,L,0,L1,esuko,LHH,3.wav
3,esuko-LHH-3.wav,True,103.63072383743858,-2.522975885428777,False,3,0,L,0,L1,esuko,LHH,3.wav
4,esuko-LHH-3.wav,True,101.90833338294071,-2.8131329817496145,False,4,0,L,0,L1,esuko,LHH,3.wav
5,esuko-LHH-3.wav,True,100.59414874408432,-3.037840660495265,False,5,0,L,0,L1,esuko,LHH,3.wav
6,esuko-LHH-3.wav,True,98.2741921509259,-3.4417832931837893,False,6,0,L,0,L1,esuko,LHH,3.wav
7,esuko-LHH-3.wav,True,101.39401834559048,-2.900726813944499,False,7,0,L,0,L1,esuko,LHH,3.wav
8,esuko-LHH-3.wav,True,,,True,8,0,L,0,L1,esuko,LHH,3.wav
9,esuko-LHH-3.wav,True,,,True,9,0,L,0,L1,esuko,LHH,3.wav
10,esuko-LHH-3.wav,True,,,True,10,0,L,0,L1,esuko,LHH,3.wav
11,esuko-LHH-3.wav,True,,,True,11,0,L,0,L1,esuko,LHH,3.wav
12,esuko-LHH-3.wav,True,,,True,12,0,L,0,L1,esuko,LHH,3.wav
13,esuko-LHH-3.wav,True,,,True,13,0,L,0,L1,esuko,LHH,3.wav
14,esuko-LHH-3.wav,True,,,True,14,0,L,0,L1,esuko,LHH,3.wav
15,esuko-LHH-3.wav,True,,,True,15,0,L,0,L1,esuko,LHH,3.wav
16,esuko-LHH-3.wav,True,,,True,16,0,L,0,L1,esuko,LHH,3.wav
17,esuko-LHH-3.wav,True,,,True,17,0,L,0,L1,esuko,LHH,3.wav
18,esuko-LHH-3.wav,True,,,True,18,0,L,0,L1,esuko,LHH,3.wav
19,esuko-LHH-3.wav,True,137.85144001326387,2.416974710710392,False,19,1,H,1,H2,esuko,LHH,3.wav
20,esuko-LHH-3.wav,True,138.37411580149077,2.482491834821904,False,20,1,H,1,H2,esuko,LHH,3.wav
21,esuko-LHH-3.wav,True,137.07713026443943,2.319457385048579,False,21,1,H,1,H2,esuko,LHH,3.wav
22,esuko-LHH-3.wav,True,133.88942146060066,1.9121063969357077,False,22,1,H,1,H2,esuko,LHH,3.wav
23,esuko-LHH-3.wav,True,131.9822128476602,1.6637247946814384,False,23,1,H,1,H2,esuko,LHH,3.wav
24,esuko-LHH-3.wav,True,129.3210140434768,1.3110833572507579,False,24,1,H,1,H2,esuko,LHH,3.wav
25,esuko-LHH-3.wav,True,125.57768073401523,0.8025635290823749,False,25,1,H,1,H2,esuko,LHH,3.wav
26,esuko-LHH-3.wav,True,121.11123222003492,0.17559470811575414,False,26,1,H,1,H2,esuko,LHH,3.wav
27,esuko-LHH-3.wav,True,126.46297642412262,0.9241836171026668,False,27,1,H,1,H2,esuko,LHH,3.wav
28,esuko-LHH-3.wav,True,118.77322205135053,-0.1618820154768824,False,28,1,H,1,H2,esuko,LHH,3.wav
29,esuko-LHH-3.wav,True,119.26398914560644,-0.09049536938783807,False,29,1,H,1,H2,esuko,LHH,3.wav
30,esuko-LHH-3.wav,True,,,True,30,1,H,1,H2,esuko,LHH,3.wav
31,esuko-LHH-3.wav,True,,,True,31,1,H,1,H2,esuko,LHH,3.wav
32,esuko-LHH-3.wav,True,,,True,32,1,H,1,H2,esuko,LHH,3.wav
33,esuko-LHH-3.wav,True,,,True,33,1,H,1,H2,esuko,LHH,3.wav
34,esuko-LHH-3.wav,True,,,True,34,1,H,1,H2,esuko,LHH,3.wav
35,esuko-LHH-3.wav,True,,,True,35,1,H,1,H2,esuko,LHH,3.wav
36,esuko-LHH-3.wav,True,,,True,36,1,H,1,H2,esuko,LHH,3.wav
37,esuko-LHH-3.wav,True,,,True,37,2,H,1,H2,esuko,LHH,3.wav
38,esuko-LHH-3.wav,True,143.58143421260445,3.122033218391011,False,38,2,H,1,H2,esuko,LHH,3.wav
39,esuko-LHH-3.wav,True,131.6012086364161,1.6136755223086272,False,39,2,H,1,H2,esuko,LHH,3.wav
40,esuko-LHH-3.wav,True,126.9311867211182,0.9881616125480506,False,40,2,H,1,H2,esuko,LHH,3.wav
41,esuko-LHH-3.wav,True,122.44045269746879,0.3645660632662668,False,41,2,H,1,H2,esuko,LHH,3.wav
42,esuko-LHH-3.wav,True,119.85547642112927,-0.0048473861016325274,False,42,2,H,1,H2,esuko,LHH,3.wav
43,esuko-LHH-3.wav,True,119.40640945446941,-0.06983399548527562,False,43,2,H,1,H2,esuko,LHH,3.wav
44,esuko-LHH-3.wav,True,118.38524908058135,-0.21852537407961903,False,44,2,H,1,H2,esuko,LHH,3.wav
45,esuko-LHH-3.wav,True,117.45162402767879,-0.3555974021337424,False,45,2,H,1,H2,esuko,LHH,3.wav
46,esuko-LHH-3.wav,True,117.55964845695189,-0.33968194571477717,False,46,2,H,1,H2,esuko,LHH,3.wav
47,esuko-LHH-3.wav,True,118.45884190137575,-0.20776670151166998,False,47,2,H,1,H2,esuko,LHH,3.wav
48,esuko-LHH-3.wav,True,119.28253069817954,-0.08780408994911228,False,48,2,H,1,H2,esuko,LHH,3.wav
49,esuko-LHH-3.wav,True,120.13467941317425,0.035434761541081196,False,49,2,H,1,H2,esuko,LHH,3.wav
50,esuko-LHH-3.wav,True,121.45074161617256,0.22405824929751075,False,50,2,H,1,H2,esuko,LHH,3.wav
51,esuko-LHH-3.wav,True,119.92260392654767,0.004846029232818785,False,51,2,H,1,H2,esuko,LHH,3.wav
52,esuko-LHH-3.wav,True,120.09759530437438,0.030089828399267347,False,52,2,H,1,H2,esuko,LHH,3.wav
53,esuko-LHH-3.wav,True,,,True,53,2,H,1,H2,esuko,LHH,3.wav
54,esuko-LHH-3.wav,True,,,True,54,2,H,1,H2,esuko,LHH,3.wav
0,etsuto-LHH-3.wav,True,118.0188239239218,0.7615597865877949,False,0,0,L,0,L1,etsuto,LHH,3.wav
1,etsuto-LHH-3.wav,True,112.51672108436158,-0.06497106400341503,False,1,0,L,0,L1,etsuto,LHH,3.wav
2,etsuto-LHH-3.wav,True,112.29827916654745,-0.09861421098680756,False,2,0,L,0,L1,etsuto,LHH,3.wav
3,etsuto-LHH-3.wav,True,109.25844441871459,-0.573706602646039,False,3,0,L,0,L1,etsuto,LHH,3.wav
4,etsuto-LHH-3.wav,True,107.01804395681303,-0.9323952736559213,False,4,0,L,0,L1,etsuto,LHH,3.wav
5,etsuto-LHH-3.wav,True,104.30090912329564,-1.3776232601083245,False,5,0,L,0,L1,etsuto,LHH,3.wav
6,etsuto-LHH-3.wav,True,101.43502937094873,-1.8599725856621419,False,6,0,L,0,L1,etsuto,LHH,3.wav
7,etsuto-LHH-3.wav,True,100.32145453950274,-2.051082006682613,False,7,0,L,0,L1,etsuto,LHH,3.wav
8,etsuto-LHH-3.wav,True,102.73811782358098,-1.6389854714667056,False,8,0,L,0,L1,etsuto,LHH,3.wav
9,etsuto-LHH-3.wav,True,102.77164805701952,-1.6333362331379755,False,9,0,L,0,L1,etsuto,LHH,3.wav
10,etsuto-LHH-3.wav,True,101.69728350614417,-1.8152703387191786,False,10,0,L,0,L1,etsuto,LHH,3.wav
11,etsuto-LHH-3.wav,True,,,True,11,0,L,0,L1,etsuto,LHH,3.wav
12,etsuto-LHH-3.wav,True,,,True,12,0,L,0,L1,etsuto,LHH,3.wav
13,etsuto-LHH-3.wav,True,,,True,13,0,L,0,L1,etsuto,LHH,3.wav
14,etsuto-LHH-3.wav,True,,,True,14,0,L,0,L1,etsuto,LHH,3.wav
15,etsuto-LHH-3.wav,True,,,True,15,0,L,0,L1,etsuto,LHH,3.wav
16,etsuto-LHH-3.wav,True,,,True,16,0,L,0,L1,etsuto,LHH,3.wav
17,etsuto-LHH-3.wav,True,,,True,17,0,L,0,L1,etsuto,LHH,3.wav
18,etsuto-LHH-3.wav,True,,,True,18,0,L,0,L1,etsuto,LHH,3.wav
19,etsuto-LHH-3.wav,True,,,True,19,1,H,1,H2,etsuto,LHH,3.wav
20,etsuto-LHH-3.wav,True,,,True,20,1,H,1,H2,etsuto,LHH,3.wav
21,etsuto-LHH-3.wav,True,124.83952734441681,1.7342535467307392,False,21,1,H,1,H2,etsuto,LHH,3.wav
22,etsuto-LHH-3.wav,True,123.70501640965762,1.5762040018899282,False,22,1,H,1,H2,etsuto,LHH,3.wav
23,etsuto-LHH-3.wav,True,120.72398282125376,1.1539036394281927,False,23,1,H,1,H2,etsuto,LHH,3.wav
24,etsuto-LHH-3.wav,True,119.3920079372984,0.9618311400129398,False,24,1,H,1,H2,etsuto,LHH,3.wav
25,etsuto-LHH-3.wav,True,117.11576488143956,0.628579415001377,False,25,1,H,1,H2,etsuto,LHH,3.wav
26,etsuto-LHH-3.wav,True,116.11120828729273,0.4794428626344105,False,26,1,H,1,H2,etsuto,LHH,3.wav
27,etsuto-LHH-3.wav,True,116.0917350281493,0.4765391294712478,False,27,1,H,1,H2,etsuto,LHH,3.wav
28,etsuto-LHH-3.wav,True,114.90205887385291,0.2982117344700393,False,28,1,H,1,H2,etsuto,LHH,3.wav
29,etsuto-LHH-3.wav,True,112.99850529499466,0.009000216081184339,False,29,1,H,1,H2,etsuto,LHH,3.wav
30,etsuto-LHH-3.wav,True,112.9397757053903,0.0,False,30,1,H,1,H2,etsuto,LHH,3.wav
31,etsuto-LHH-3.wav,True,114.37049814554376,0.21793542989661796,False,31,1,H,1,H2,etsuto,LHH,3.wav
32,etsuto-LHH-3.wav,True,114.0817587085589,0.17417348001070934,False,32,1,H,1,H2,etsuto,LHH,3.wav
33,etsuto-LHH-3.wav,True,113.0726373244131,0.020354155073010173,False,33,1,H,1,H2,etsuto,LHH,3.wav
34,etsuto-LHH-3.wav,True,110.28413467417715,-0.4119409150005193,False,34,1,H,1,H2,etsuto,LHH,3.wav
35,etsuto-LHH-3.wav,True,,,True,35,1,H,1,H2,etsuto,LHH,3.wav
36,etsuto-LHH-3.wav,True,,,True,36,1,H,1,H2,etsuto,LHH,3.wav
37,etsuto-LHH-3.wav,True,,,True,37,1,H,1,H2,etsuto,LHH,3.wav
38,etsuto-LHH-3.wav,True,,,True,38,2,H,1,H2,etsuto,LHH,3.wav
39,etsuto-LHH-3.wav,True,,,True,39,2,H,1,H2,etsuto,LHH,3.wav
40,etsuto-LHH-3.wav,True,,,True,40,2,H,1,H2,etsuto,LHH,3.wav
41,etsuto-LHH-3.wav,True,,,True,41,2,H,1,H2,etsuto,LHH,3.wav
42,etsuto-LHH-3.wav,True,,,True,42,2,H,1,H2,etsuto,LHH,3.wav
43,etsuto-LHH-3.wav,True,,,True,43,2,H,1,H2,etsuto,LHH,3.wav
44,etsuto-LHH-3.wav,True,119.44087002281353,0.9689148973293485,False,44,2,H,1,H2,etsuto,LHH,3.wav
45,etsuto-LHH-3.wav,True,115.18792454012224,0.3412297417905517,False,45,2,H,1,H2,etsuto,LHH,3.wav
46,etsuto-LHH-3.wav,True,112.93463754613026,-0.000787637354225967,False,46,2,H,1,H2,etsuto,LHH,3.wav
47,etsuto-LHH-3.wav,True,111.69438268059865,-0.19196447372203884,False,47,2,H,1,H2,etsuto,LHH,3.wav
48,etsuto-LHH-3.wav,True,110.20286264073523,-0.4247036556262452,False,48,2,H,1,H2,etsuto,LHH,3.wav
49,etsuto-LHH-3.wav,True,109.13776607071723,-0.5928390304325233,False,49,2,H,1,H2,etsuto,LHH,3.wav
50,etsuto-LHH-3.wav,True,109.19961531954,-0.5830307669410933,False,50,2,H,1,H2,etsuto,LHH,3.wav
51,etsuto-LHH-3.wav,True,111.28258013813132,-0.25591075629350596,False,51,2,H,1,H2,etsuto,LHH,3.wav
52,etsuto-LHH-3.wav,True,114.10907866022853,0.17831889017009386,False,52,2,H,1,H2,etsuto,LHH,3.wav
53,etsuto-LHH-3.wav,True,114.75018558526031,0.2753137874193222,False,53,2,H,1,H2,etsuto,LHH,3.wav
54,etsuto-LHH-3.wav,True,,,True,54,2,H,1,H2,etsuto,LHH,3.wav
55,etsuto-LHH-3.wav,True,,,True,55,2,H,1,H2,etsuto,LHH,3.wav
56,etsuto-LHH-3.wav,True,,,True,56,2,H,1,H2,etsuto,LHH,3.wav
0,esuko-HHL-1.wav,True,144.43595219203365,2.1041543992543446,False,0,0,H,0,H2,esuko,HHL,1.wav
1,esuko-HHL-1.wav,True,143.79776407529306,2.027490585097007,False,1,0,H,0,H2,esuko,HHL,1.wav
2,esuko-HHL-1.wav,True,142.40842124103267,1.8594092061935577,False,2,0,H,0,H2,esuko,HHL,1.wav
3,esuko-HHL-1.wav,True,139.9777913923681,1.5613710660708788,False,3,0,H,0,H2,esuko,HHL,1.wav
4,esuko-HHL-1.wav,True,138.27374599545556,1.3493227646073227,False,4,0,H,0,H2,esuko,HHL,1.wav
5,esuko-HHL-1.wav,True,136.42102236874655,1.1157874203869986,False,5,0,H,0,H2,esuko,HHL,1.wav
6,esuko-HHL-1.wav,True,133.2587828340996,0.7097631218615196,False,6,0,H,0,H2,esuko,HHL,1.wav
7,esuko-HHL-1.wav,True,127.63288366449366,-0.037003415274511946,False,7,0,H,0,H2,esuko,HHL,1.wav
8,esuko-HHL-1.wav,True,126.88151276923027,-0.1392218103492111,False,8,0,H,0,H2,esuko,HHL,1.wav
9,esuko-HHL-1.wav,True,,,True,9,0,H,0,H2,esuko,HHL,1.wav
10,esuko-HHL-1.wav,True,,,True,10,0,H,0,H2,esuko,HHL,1.wav
11,esuko-HHL-1.wav,True,,,True,11,0,H,0,H2,esuko,HHL,1.wav
12,esuko-HHL-1.wav,True,,,True,12,0,H,0,H2,esuko,HHL,1.wav
13,esuko-HHL-1.wav,True,,,True,13,0,H,0,H2,esuko,HHL,1.wav
14,esuko-HHL-1.wav,True,,,True,14,0,H,0,H2,esuko,HHL,1.wav
15,esuko-HHL-1.wav,True,147.7298695831604,2.4945343236072897,False,15,1,H,0,H2,esuko,HHL,1.wav
16,esuko-HHL-1.wav,True,143.39648893375306,1.9791120654801062,False,16,1,H,0,H2,esuko,HHL,1.wav
17,esuko-HHL-1.wav,True,142.2416624951773,1.8391247609516834,False,17,1,H,0,H2,esuko,HHL,1.wav
18,esuko-HHL-1.wav,True,140.29503177268347,1.6005627063084304,False,18,1,H,0,H2,esuko,HHL,1.wav
19,esuko-HHL-1.wav,True,137.55485410590492,1.2590802781951702,False,19,1,H,0,H2,esuko,HHL,1.wav
20,esuko-HHL-1.wav,True,135.10487850876856,0.9479529042705412,False,20,1,H,0,H2,esuko,HHL,1.wav
21,esuko-HHL-1.wav,True,132.91389287717135,0.6648985940375326,False,21,1,H,0,H2,esuko,HHL,1.wav
22,esuko-HHL-1.wav,True,130.7101752366631,0.3754531037141367,False,22,1,H,0,H2,esuko,HHL,1.wav
